price,year,manufacturer,model,condition,fuel,title_status,transmission,drive,type,paint_color
3850,2003,honda,pilot,good,gas,clean,automatic,4wd,SUV,silver
33990,2012,mercedes-benz,e-class e 63 amg,good,gas,clean,automatic,rwd,sedan,white
18500,2015,ford,f-150,excellent,gas,clean,automatic,rwd,pickup,black
29990,2017,ford,mustang gt coupe 2d,good,gas,clean,other,rwd,coupe,red
8995,2011,jeep,patriot,excellent,gas,clean,automatic,4wd,SUV,white
28990,2020,hyundai,veloster n coupe 3d,good,gas,clean,other,fwd,coupe,white
10399,2013,mini,cooper,excellent,gas,clean,automatic,fwd,coupe,orange
21590,2019,chrysler,300 touring l sedan 4d,good,other,clean,other,rwd,sedan,black
19995,2002,gmc,sierra sle,excellent,gas,clean,automatic,4wd,truck,blue
2750,2000,ram,1500,good,gas,clean,automatic,rwd,truck,red
4200,2006,nissan,sentra s sedan,excellent,gas,clean,automatic,fwd,sedan,silver
22590,2020,buick,encore gx select sport,good,gas,clean,other,fwd,SUV,black
7575,2013,jeep,patriot,good,gas,clean,automatic,rwd,SUV,grey
20000,2001,porsche,911 carrera,good,gas,clean,automatic,4wd,convertible,silver
23000,2015,subaru,wrx sti,excellent,gas,lien,manual,4wd,sedan,grey
7995,2013,chevrolet,volt,excellent,hybrid,clean,automatic,fwd,sedan,black
2000,2004,ford,f-150,good,gas,clean,automatic,rwd,truck,black
17900,2008,lexus,gx 470,excellent,gas,clean,automatic,4wd,SUV,black
9600,2008,nissan,frontier,good,gas,clean,automatic,rwd,truck,grey
6950,2009,infiniti,g37 sedan,excellent,gas,clean,automatic,4wd,sedan,red
8995,2014,subaru,outback,excellent,gas,clean,automatic,4wd,wagon,grey
4000,2016,rover,superchar,like new,gas,clean,automatic,4wd,SUV,black
31990,2017,bmw,3 series 340i sedan 4d,good,gas,clean,automatic,rwd,sedan,red
2800,2003,toyota,camry,like new,gas,clean,automatic,fwd,sedan,blue
5400,1998,nissan,frontier king cab se,excellent,gas,clean,manual,fwd,pickup,silver
1000,1991,acura,legend coupe,fair,gas,clean,automatic,fwd,coupe,grey
35900,2015,ford,f-150 lariat,excellent,gas,clean,automatic,4wd,truck,red
20000,2010,dodge,challenger,new,gas,clean,automatic,rwd,other,blue
7500,2014,chevrolet,cruze lt,good,gas,clean,automatic,fwd,sedan,blue
23985,2018,bmw,3 series,excellent,gas,clean,automatic,rwd,sedan,white
33990,2017,bmw,2 series m240i coupe 2d,good,other,clean,other,rwd,coupe,black
8799,2006,lexus,rx 400h,excellent,hybrid,clean,automatic,fwd,SUV,green
36990,2018,toyota,4runner sr5 sport utility,good,gas,clean,other,4wd,other,silver
35990,2020,dodge,challenger r/t coupe 2d,good,gas,clean,other,rwd,coupe,black
16000,2017,honda,civic,like new,gas,clean,automatic,fwd,sedan,silver
27995,2015,jeep,wrangler,like new,gas,clean,automatic,4wd,SUV,red
11000,2004,toyota,4runner,excellent,gas,clean,automatic,4wd,SUV,grey
31990,2017,ram,1500 crew cab express pickup,good,gas,clean,other,4wd,pickup,silver
30590,2016,jeep,wrangler rubicon sport,good,gas,clean,other,4wd,SUV,black
3299,2007,hyundai,sonata,excellent,gas,clean,automatic,fwd,sedan,grey
14500,2007,ford,expedition limited,excellent,gas,clean,automatic,4wd,SUV,white
6495,2009,dodge,charger,good,gas,clean,automatic,rwd,sedan,black
18890,2013,ford,f-150,excellent,gas,clean,automatic,rwd,pickup,silver
3495,2006,chevrolet,cobalt ss,good,gas,clean,automatic,fwd,coupe,silver
1500,2004,bmw,3 series 325i,good,gas,clean,automatic,rwd,sedan,black
12000,2012,chevrolet,camaro,like new,gas,clean,automatic,rwd,coupe,yellow
9499,2012,nissan,rogue,excellent,gas,clean,automatic,4wd,SUV,silver
6000,2013,hyundai,veloster base 3dr coupe,excellent,gas,clean,automatic,fwd,hatchback,white
1000,1998,honda,accord,good,gas,clean,automatic,fwd,sedan,green
30000,1955,chevrolet,resto-mod,excellent,gas,clean,manual,rwd,sedan,black
15990,2016,jeep,patriot sport suv 4d,good,gas,clean,other,fwd,other,black
6599,2004,ford,expedition,excellent,gas,clean,automatic,rwd,SUV,red
12999,2013,toyota,camry,excellent,gas,clean,automatic,fwd,sedan,silver
5000,2014,nissan,altima s,fair,gas,clean,automatic,fwd,sedan,silver
7733,2013,hyundai,elantra,excellent,gas,clean,automatic,fwd,coupe,blue
3695,2009,toyota,camry,good,gas,clean,automatic,fwd,sedan,silver
3500,2006,saturn,ion quad coupe,good,gas,clean,automatic,fwd,coupe,black
13995,2012,toyota,highlander limited,excellent,gas,clean,automatic,4wd,SUV,white
10990,2014,toyota,corolla s plus sedan 4d,good,gas,clean,automatic,fwd,sedan,silver
19500,2013,dodge,charger,like new,gas,clean,automatic,rwd,sedan,white
18990,2014,ford,focus st hatchback 4d,good,other,clean,other,fwd,hatchback,silver
7400,2007,lexus,rx350,good,gas,clean,automatic,fwd,SUV,white
16500,2017,ford,escape titanium 4wd,excellent,gas,clean,automatic,4wd,SUV,black
1500,1998,mercury,sable,good,gas,clean,automatic,fwd,sedan,black
15000,2014,chevrolet,express,excellent,gas,clean,automatic,rwd,truck,white
10990,2008,jeep,liberty,good,gas,clean,automatic,4wd,SUV,green
10995,2008,subaru,impreza,excellent,gas,clean,manual,4wd,sedan,white
19988,2016,audi,2016 a3 sportback e-tron,excellent,hybrid,clean,automatic,fwd,hatchback,white
7995,2012,chevrolet,malibu,excellent,gas,clean,automatic,fwd,sedan,grey
17990,2015,buick,verano sedan 4d,good,gas,clean,other,fwd,sedan,brown
17995,2013,bmw,535i xdrive awd,excellent,gas,clean,automatic,4wd,sedan,black
29990,2013,chevrolet,avalanche black,good,gas,clean,other,4wd,pickup,green
9500,2014,ford,transit connect,excellent,gas,clean,automatic,fwd,van,white
23500,2015,bmw,320i xdrive,excellent,gas,clean,automatic,4wd,sedan,grey
6950,2010,chevrolet,malibu ltz,excellent,gas,clean,automatic,fwd,sedan,black
31990,2017,bmw,3 series 340i sedan 4d,good,gas,clean,automatic,rwd,sedan,red
38590,2019,ford,mustang gt premium coupe 2d,good,gas,clean,other,rwd,coupe,red
8499,2015,chrysler,200,excellent,gas,rebuilt,automatic,fwd,sedan,black
15000,2011,ford,f150 supercrew cab lariat,good,gas,clean,automatic,4wd,truck,white
6995,2006,ford,e350 van,good,gas,clean,automatic,rwd,van,white
5850,2006,chrysler,town & country,good,gas,clean,automatic,fwd,mini-van,silver
32590,2017,infiniti,q50 red sport 400 sedan,good,other,clean,other,rwd,sedan,red
9500,2013,ford,escape,like new,gas,clean,automatic,fwd,SUV,green
35900,2012,gmc,sierra 2500hd,excellent,diesel,clean,automatic,4wd,truck,red
6995,2011,buick,lucern,excellent,gas,rebuilt,automatic,fwd,sedan,white
18500,2013,jeep,grand cherokee overland 4x4,good,gas,rebuilt,automatic,4wd,SUV,blue
28988,2015,chevrolet,silverado 1500 lt 2wd,good,gas,clean,automatic,rwd,pickup,white
7970,2011,ford,e-250 cargo van,good,gas,clean,automatic,rwd,van,white
2400,2004,volvo,xc70,good,gas,clean,automatic,4wd,wagon,blue
35990,2015,ford,mustang gt premium coupe 2d,good,gas,clean,other,rwd,coupe,red
4200,2000,jeep,cherokee,good,gas,clean,automatic,4wd,SUV,silver
10299,2015,volkswagen,jetta sedan,excellent,gas,clean,automatic,fwd,sedan,silver
3900,2007,honda,accord,good,gas,clean,automatic,fwd,sedan,grey
5495,2006,chevrolet,equinox lt,good,gas,clean,automatic,4wd,SUV,red
25999,2014,chevrolet,camaro,excellent,gas,clean,automatic,rwd,coupe,white
12995,2007,chevrolet,tahoe ls,good,gas,clean,automatic,4wd,SUV,grey
5950,1999,toyota,rav 4 4wd 5 speed,excellent,gas,clean,manual,4wd,SUV,white
15000,2012,ford,mustang,like new,gas,clean,automatic,rwd,coupe,red
35990,2020,dodge,challenger r/t coupe 2d,good,gas,clean,other,rwd,coupe,black
7995,2008,ford,edge sel,excellent,gas,clean,automatic,4wd,SUV,silver
13988,2014,audi,a4,excellent,gas,clean,automatic,rwd,sedan,black
14990,2019,kia,soul wagon 4d,good,gas,clean,other,fwd,wagon,black
5800,2008,honda,accord,good,gas,clean,automatic,fwd,sedan,silver
8995,2005,gmc,sierra,excellent,gas,clean,automatic,rwd,truck,white
20995,2018,honda,clarity,excellent,gas,clean,automatic,fwd,sedan,grey
14799,2013,gmc,yukon xl,excellent,gas,clean,automatic,4wd,SUV,black
4800,2004,honda,odyssey,excellent,gas,clean,automatic,fwd,mini-van,grey
26500,2017,bmw,x1 xdrive 28i,like new,gas,clean,automatic,4wd,SUV,white
17900,2011,ford,f150 lariat supercrew,excellent,gas,clean,automatic,rwd,truck,red
4500,2007,honda,civic,good,gas,clean,automatic,fwd,sedan,blue
18500,2016,cadillac,srx,like new,gas,lien,automatic,rwd,SUV,red
5900,2006,cadillac,srx,like new,gas,clean,automatic,4wd,SUV,red
3900,1999,toyota,avalon xls,good,gas,clean,automatic,fwd,sedan,brown
13000,2004,chevrolet,silverado,good,diesel,clean,automatic,rwd,truck,white
17995,2009,lincoln,navigator,like new,gas,clean,automatic,4wd,SUV,white
2500,1994,jeep,grand cherokee laredo,good,gas,clean,automatic,4wd,SUV,blue
4500,2005,lexus,es 330,good,gas,clean,automatic,fwd,sedan,black
29950,2014,gmc,sierra 1500,excellent,gas,clean,automatic,4wd,truck,black
2850,2002,jeep,grand cherokee,good,gas,clean,automatic,4wd,SUV,grey
17990,2019,chevrolet,trax lt sport utility,good,gas,clean,other,fwd,hatchback,silver
22995,2018,nissan,rogue,excellent,gas,clean,automatic,4wd,SUV,grey
26990,2020,buick,encore gx essence sport,good,other,clean,other,fwd,other,black
9995,2010,ford,f150,good,gas,clean,automatic,rwd,pickup,white
32990,2016,infiniti,qx80 sport utility 4d,good,gas,clean,automatic,rwd,SUV,black
31590,2018,bmw,4 series 430i convertible 2d,good,gas,clean,other,rwd,convertible,silver
36500,2018,ford,f150 lariat,excellent,gas,clean,automatic,4wd,truck,white
36590,2019,tesla,model 3 standard range,good,electric,clean,other,rwd,sedan,white
36777,2015,ford,f150,excellent,gas,clean,automatic,4wd,pickup,black
34990,2014,bmw,6 series 640i convertible 2d,good,gas,clean,automatic,rwd,other,white
8399,2012,honda,civic,excellent,gas,clean,automatic,fwd,sedan,black
19500,2000,ford,e350,excellent,diesel,clean,automatic,rwd,van,white
41990,2019,lincoln,continental reserve,good,gas,clean,other,fwd,sedan,blue
5500,2006,audi,a4,excellent,gas,clean,automatic,4wd,sedan,silver
14900,2008,chevrolet,silverado lt 1500,excellent,gas,clean,automatic,rwd,pickup,grey
3500,2011,ford,fusion hybrid,good,gas,clean,automatic,fwd,coupe,blue
5995,2002,volkswagen,jetta gls,good,gas,clean,automatic,fwd,sedan,silver
14995,2010,toyota,highlander limited,excellent,gas,clean,automatic,fwd,SUV,grey
7500,2004,ford,f-250,excellent,diesel,clean,automatic,4wd,truck,red
10995,2004,toyota,4runner,good,gas,clean,automatic,4wd,wagon,custom
29900,2016,ford,f-150,good,gas,clean,automatic,rwd,truck,custom
3900,2010,mazda,5,good,gas,clean,automatic,fwd,mini-van,silver
14900,2019,subaru,crosstrek,excellent,gas,rebuilt,automatic,4wd,wagon,silver
15590,2016,ford,fusion s sedan 4d,good,gas,clean,other,fwd,sedan,silver
4995,2001,toyota,camry,like new,gas,clean,automatic,fwd,sedan,brown
16500,2017,chevrolet,silverado 1500,good,gas,salvage,automatic,4wd,pickup,white
18990,2020,nissan,sentra s sedan 4d,good,gas,clean,other,fwd,sedan,black
34997,2015,ford,f-350 chassis,excellent,diesel,clean,automatic,4wd,pickup,white
15995,2016,ford,fusion,excellent,gas,clean,automatic,fwd,sedan,white
5995,2011,honda,cive se,good,gas,clean,automatic,fwd,sedan,blue
18000,1973,ford,mustang mach 1,excellent,gas,clean,automatic,rwd,coupe,brown
4750,2008,mercury,mariner,good,gas,clean,automatic,fwd,SUV,green
11997,2012,dodge,challenger sxt coupe,excellent,gas,rebuilt,automatic,rwd,coupe,black
8675,2011,honda,odyssey ex,excellent,gas,clean,automatic,fwd,van,black
10988,2014,kia,sorento lx - awd - rear camera - bluetooth -,excellent,gas,clean,automatic,4wd,SUV,purple
16590,2015,toyota,prius three hatchback 4d,good,hybrid,clean,other,fwd,hatchback,green
20590,2020,volkswagen,passat s sedan 4d,good,gas,clean,other,fwd,sedan,black
31590,2017,bmw,4 series 440i gran coupe 4d,good,gas,clean,other,rwd,coupe,blue
23990,2016,cadillac,cts 2.0 standard sedan,good,gas,clean,other,rwd,sedan,silver
18999,2016,honda,pilot,excellent,gas,clean,automatic,4wd,SUV,white
7499,2014,kia,forte,like new,gas,clean,automatic,fwd,sedan,black
28590,2020,acura,ilx premium and a-spec,good,gas,clean,other,fwd,sedan,white
14900,2005,jeep,wrangler se,excellent,gas,clean,manual,4wd,convertible,red
2500,1998,jeep,grand cherokee,good,gas,clean,automatic,rwd,offroad,grey
16995,2008,toyota,sequoia,excellent,gas,clean,automatic,4wd,other,red
33590,2014,jeep,wrangler unlimited rubicon,good,gas,clean,other,4wd,SUV,silver
15990,2020,kia,rio s sedan 4d,good,gas,clean,other,fwd,sedan,silver
29990,2019,chrysler,300 300s sedan 4d,good,other,clean,other,rwd,sedan,silver
1950,2005,ford,crown victoria police,fair,gas,clean,automatic,rwd,sedan,black
5617,2008,dodge,grand caravan,good,gas,clean,automatic,fwd,mini-van,white
14588,2017,mitsubishi,outlander sport es,good,gas,clean,automatic,fwd,other,white
21590,2016,hyundai,genesis 3.8 sedan 4d,good,gas,clean,automatic,rwd,sedan,white
5000,1994,toyota,4runner sr5,good,gas,salvage,manual,4wd,SUV,black
38990,2020,infiniti,qx60 luxe sport utility,good,gas,clean,other,fwd,other,black
4000,2000,gmc,yukon xl 2500,good,gas,clean,automatic,4wd,SUV,brown
25500,2014,chevrolet,camaro rs,excellent,gas,clean,automatic,rwd,coupe,red
8749,2014,hyundai,sonata,excellent,gas,clean,automatic,fwd,sedan,grey
23990,2018,kia,cadenza premium sedan 4d,good,gas,clean,automatic,fwd,sedan,blue
38990,2013,chevrolet,corvette grand sport,good,gas,clean,other,rwd,other,red
3800,2003,chevrolet,suburban,good,gas,clean,automatic,rwd,SUV,grey
15900,2005,chevrolet,avalanche,excellent,gas,clean,automatic,4wd,SUV,grey
3495,2005,ford,focus,good,gas,clean,automatic,fwd,sedan,red
13500,2005,chevrolet,silverado 2500hd,good,diesel,clean,automatic,4wd,pickup,white
19995,2012,chevrolet,silverado 1500,like new,gas,clean,automatic,4wd,truck,brown
10995,2013,bmw,x3,excellent,gas,clean,automatic,4wd,SUV,black
13995,2011,toyota,sienna se 8 passenger,excellent,gas,clean,automatic,fwd,mini-van,silver
6800,2011,hyundai,sonata,excellent,gas,clean,automatic,fwd,sedan,grey
2600,2006,chrysler,pacifica,excellent,gas,clean,automatic,fwd,SUV,brown
22500,2011,ford,f-150,excellent,gas,clean,automatic,4wd,pickup,blue
28990,2018,jaguar,xe 25t prestige sedan 4d,good,other,clean,other,rwd,sedan,white
8499,2012,subaru,legacy 2.5i premium,excellent,gas,clean,automatic,4wd,sedan,blue
5000,2011,honda,accord sedan,good,gas,clean,automatic,rwd,sedan,white
28990,2018,jeep,wrangler golden eagle (jk),good,gas,clean,other,4wd,other,red
5500,1999,dodge,dakota sport,fair,gas,clean,automatic,4wd,pickup,black
18590,2018,ford,fusion energi plug-in,good,hybrid,clean,other,fwd,sedan,black
8200,2006,toyota,tacoma,good,gas,clean,automatic,rwd,pickup,black
24950,2017,ford,transit 250 cargo van,excellent,gas,clean,automatic,rwd,truck,white
14995,2013,subaru,xv crosstrek,excellent,gas,clean,other,4wd,wagon,orange
12590,2016,chevrolet,spark ev 1lt hatchback,good,electric,clean,other,fwd,hatchback,silver
7700,2015,kia,forte,excellent,gas,clean,automatic,fwd,sedan,black
24999,2007,ford,f-150 saleen,excellent,gas,clean,automatic,rwd,pickup,grey
34590,2016,chevrolet,silverado 1500 double,good,gas,clean,other,4wd,pickup,silver
4500,2000,subaru,outback limited,good,gas,clean,automatic,4wd,hatchback,white
10500,2009,ram,1500 4x4,excellent,gas,clean,automatic,4wd,truck,black
19990,2017,mercedes-benz,b-class b 250e,good,gas,clean,other,fwd,hatchback,white
9300,2007,chevrolet,silverado,good,gas,clean,automatic,rwd,truck,white
19995,2019,chevrolet,malibu,good,gas,clean,automatic,fwd,sedan,black
5500,2003,gmc,envoy xl,excellent,gas,clean,automatic,4wd,SUV,red
11995,2012,bmw,3-series,good,gas,clean,other,4wd,coupe,black
10500,2013,ford,focus titanium,excellent,gas,clean,automatic,fwd,hatchback,white
18900,2011,subaru,impreza wrx,like new,gas,clean,automatic,4wd,wagon,white
27333,2017,nissan,frontier desert runner,like new,gas,clean,automatic,rwd,truck,white
17500,2012,ford,f-150,good,gas,clean,automatic,rwd,truck,black
12999,1990,buick,reatta,excellent,gas,clean,automatic,fwd,convertible,white
24990,2017,fiat,124 spider classica,good,gas,clean,other,rwd,other,black
38950,2015,toyota,tacoma,like new,gas,clean,automatic,4wd,truck,silver
24590,2016,chevrolet,colorado extended cab,good,gas,clean,other,4wd,pickup,red
24995,2015,audi,s3,excellent,gas,clean,automatic,4wd,sedan,black
19590,2013,bmw,1 series 135i coupe 2d,good,gas,clean,other,rwd,coupe,black
2500,2005,toyota,prius hybrid,fair,hybrid,clean,automatic,fwd,hatchback,silver
13499,2007,chevrolet,colorado lt,good,gas,clean,automatic,4wd,pickup,black
3175,2008,saturn,aura xe,excellent,gas,clean,automatic,fwd,sedan,red
11795,2017,chrysler,pacifica touring-l,like new,gas,clean,automatic,fwd,van,grey
30990,2016,chevrolet,colorado crew cab z71,good,other,clean,other,4wd,pickup,blue
35590,2018,ram,1500 crew cab big horn,good,other,clean,other,4wd,pickup,black
26990,2016,chevrolet,express commercial cutaway,good,gas,clean,automatic,rwd,truck,white
39590,2019,chevrolet,silverado 1500 crew,good,gas,clean,other,4wd,pickup,brown
11590,2015,ford,focus se hatchback 4d,good,other,clean,automatic,fwd,hatchback,silver
15590,2018,volkswagen,jetta 1.4t s sedan 4d,good,gas,clean,automatic,fwd,sedan,blue
7999,2013,kia,rio,excellent,gas,clean,automatic,fwd,sedan,black
12995,2015,kia,optima sx turbo,excellent,gas,clean,automatic,fwd,sedan,white
7495,2010,toyota,prius,excellent,hybrid,clean,automatic,fwd,hatchback,grey
8200,2011,toyota,camry,excellent,gas,clean,automatic,fwd,sedan,green
20988,2011,ford,f350 xlt,excellent,diesel,clean,automatic,4wd,truck,red
1450,2008,chevrolet,cobalt lt,fair,gas,rebuilt,automatic,fwd,sedan,silver
27500,2018,dodge,durango,excellent,gas,clean,automatic,4wd,SUV,red
9200,2014,toyota,camry se sport,fair,gas,clean,automatic,fwd,sedan,silver
26990,2016,chevrolet,express commercial cutaway,good,gas,clean,automatic,rwd,truck,white
13900,2010,chevrolet,silverado 1500,good,gas,clean,automatic,4wd,truck,white
8367,2014,chevrolet,malibu ls,excellent,gas,clean,automatic,fwd,sedan,blue
10999,1978,chevrolet,corvette,like new,gas,clean,automatic,rwd,coupe,silver
15500,2010,toyota,tundra 4x4,good,gas,clean,automatic,4wd,truck,white
19990,2015,chrysler,300 300s sedan 4d,good,other,clean,other,rwd,sedan,blue
22988,2011,ford,f350,excellent,diesel,clean,automatic,rwd,truck,white
6499,2008,volvo,xc90,good,gas,clean,automatic,fwd,SUV,silver
33000,2018,toyota,tacoma,like new,gas,clean,automatic,4wd,truck,white
29995,2015,toyota,tacoma trd off road,excellent,gas,clean,automatic,rwd,truck,silver
5995,2008,saturn,aura,good,gas,clean,automatic,rwd,sedan,custom
22900,2016,ford,mustang,excellent,gas,clean,automatic,rwd,convertible,red
7995,2005,toyota,highlander,good,gas,clean,automatic,fwd,SUV,white
2800,2007,honda,odyssey ex,excellent,gas,clean,automatic,fwd,mini-van,silver
