price,year,manufacturer,model,condition,fuel,title_status,transmission,drive,type,paint_color
8000,1981,chevrolet,corvette,fair,gas,rebuilt,automatic,rwd,coupe,black
20000,2014,chrysler,200,like new,gas,clean,automatic,fwd,convertible,brown
6500,2009,dodge,journey sxt awd,excellent,electric,clean,automatic,4wd,SUV,silver
14900,2017,subaru,forester limited,excellent,gas,salvage,automatic,4wd,SUV,black
4800,2006,subaru,impreza outback sport,good,gas,clean,automatic,4wd,hatchback,green
34590,2015,ford,mustang gt premium,good,gas,clean,other,rwd,other,white
2300,2004,chrysler,pacifica,good,gas,clean,automatic,fwd,wagon,red
26000,1966,chevrolet,ii,excellent,gas,clean,manual,rwd,coupe,black
22988,2013,chevrolet,silverado 1500,good,gas,clean,automatic,rwd,truck,black
900,2002,dodge,caravan sport,fair,gas,clean,automatic,fwd,mini-van,silver
12999,2014,ford,escape,excellent,gas,clean,automatic,4wd,SUV,blue
16995,2012,audi,a7 3.0t quattro,excellent,gas,clean,automatic,4wd,sedan,black
8750,2011,buick,lacrosse,excellent,gas,clean,automatic,fwd,sedan,brown
4900,2001,chevrolet,silverado,good,gas,clean,automatic,rwd,pickup,white
28990,2014,lexus,ls 460 sedan 4d,good,diesel,clean,other,rwd,sedan,silver
16495,2013,cadillac,ats4 performance,excellent,gas,clean,automatic,4wd,sedan,black
11300,2012,subaru,forester 2.5i premium,good,gas,clean,automatic,4wd,SUV,silver
2500,2000,honda,accord,good,gas,clean,automatic,fwd,sedan,brown
41900,2019,toyota,tundra trd off road,like new,gas,salvage,automatic,4wd,pickup,blue
6995,2011,ford,fusion se,good,gas,clean,automatic,fwd,sedan,custom
12995,2006,dodge,dakota,excellent,gas,clean,manual,4wd,pickup,silver
57500,2015,ram,3500 laramie longhorn,excellent,diesel,lien,automatic,4wd,pickup,white
1000,1997,ford,f-150,fair,gas,clean,automatic,4wd,truck,red
29990,2017,ford,mustang gt coupe 2d,good,gas,clean,other,rwd,coupe,red
16500,2018,subaru,crosstrek limited,excellent,gas,rebuilt,automatic,4wd,SUV,orange
10988,2014,kia,sorento lx - awd - rear camera - bluetooth -,excellent,gas,clean,automatic,4wd,SUV,purple
18980,2018,toyota,rav4,excellent,gas,clean,automatic,4wd,SUV,white
29990,2018,chevrolet,colorado crew cab work,good,gas,clean,other,4wd,pickup,red
10000,1974,volkswagen,beetle,good,gas,clean,manual,rwd,convertible,green
21590,2018,mitsubishi,outlander phev sel,good,hybrid,clean,other,4wd,SUV,silver
6900,2009,cadillac,cts awd,good,gas,clean,automatic,4wd,sedan,blue
4200,2006,ford,escape hybrid,excellent,hybrid,clean,automatic,4wd,SUV,silver
24990,2018,lincoln,mkz premiere sedan 4d,good,gas,clean,other,fwd,sedan,blue
13995,2016,dodge,g. caravan se,like new,gas,clean,automatic,fwd,mini-van,white
16500,2013,bmw,x5,good,gas,clean,automatic,4wd,SUV,silver
4000,2004,pontiac,grand prix,good,gas,clean,automatic,fwd,sedan,silver
26990,2017,nissan,titan single cab sv,good,gas,clean,other,4wd,pickup,red
3995,2008,toyota,camry,excellent,gas,clean,manual,fwd,sedan,brown
9494,2006,toyota,sequoia sr5 4x2,good,gas,clean,automatic,rwd,other,blue
12000,1972,buick,gsx & gn,fair,gas,clean,automatic,rwd,coupe,yellow
26995,1998,pontiac,firebird,good,gas,clean,manual,rwd,coupe,black
2500,1970,volkswagen,dune buggy,excellent,gas,clean,manual,rwd,convertible,blue
10450,2013,hyundai,santa fe sport awd,excellent,gas,clean,automatic,4wd,SUV,grey
16990,2017,ford,edge sel,excellent,gas,clean,automatic,fwd,SUV,grey
18990,2020,chevrolet,spark activ hatchback,good,gas,clean,other,fwd,hatchback,black
37900,2015,ram,diesels cummins 2500,like new,diesel,clean,automatic,4wd,truck,silver
24990,2018,mazda,cx-5 grand touring sport,good,gas,clean,other,fwd,SUV,blue
20988,2018,toyota,camry se,good,gas,clean,automatic,fwd,sedan,white
12788,2014,nissan,maxima 3.5 s,good,other,clean,automatic,fwd,sedan,black
9000,1977,chevrolet,el camino,excellent,gas,clean,automatic,rwd,truck,green
2500,2003,chrysler,pt cruiser,excellent,gas,clean,automatic,fwd,hatchback,blue
34590,2019,chevrolet,silverado 1500 ld,good,gas,clean,other,4wd,pickup,brown
10995,2008,ford,f150,good,gas,clean,automatic,rwd,pickup,red
9000,2007,subaru,impreza wrx limited,excellent,gas,lien,manual,4wd,sedan,white
16777,2018,hyundai,santa fe sport,excellent,gas,clean,automatic,fwd,SUV,black
5995,2002,chevrolet,tahoe,excellent,gas,clean,automatic,4wd,SUV,green
4995,2009,toyota,prius,excellent,hybrid,clean,automatic,fwd,other,custom
32590,2014,chevrolet,silverado 2500 hd crew,good,other,clean,other,4wd,pickup,white
12950,2005,toyota,tundra,good,gas,salvage,automatic,4wd,truck,grey
16590,2018,ford,c-max hybrid se wagon 4d,good,hybrid,clean,other,fwd,wagon,blue
13500,2015,ford,transit connect,excellent,gas,clean,automatic,rwd,van,white
18750,2015,honda,accord ex-l,excellent,gas,rebuilt,automatic,fwd,sedan,black
63900,2020,ford,super duty f-250 srw,excellent,diesel,clean,automatic,4wd,pickup,white
26590,2013,jeep,wrangler rubicon sport,good,gas,clean,other,4wd,SUV,blue
3500,2009,volkswagen,touareg,good,gas,clean,automatic,fwd,SUV,silver
10650,2015,subaru,impreza premium,good,gas,salvage,automatic,4wd,wagon,black
18000,1981,volkswagen,vanagon,good,gas,clean,manual,rwd,van,yellow
3550,2013,ford,transit connect,excellent,gas,clean,automatic,fwd,mini-van,white
3500,2004,jeep,liberty,excellent,gas,salvage,automatic,4wd,SUV,blue
17950,2012,lexus,rx350,excellent,gas,clean,automatic,fwd,SUV,black
27985,2017,chevrolet,silverado 1500,good,other,clean,automatic,4wd,pickup,black
5999,2012,ford,focus se,excellent,gas,clean,automatic,fwd,sedan,silver
5950,2008,ford,escape,good,gas,clean,automatic,4wd,SUV,red
8900,2007,ford,edge,excellent,gas,clean,automatic,4wd,sedan,orange
11555,2014,ford,fiesta st hatchback 4d,good,gas,clean,manual,fwd,hatchback,black
25990,2018,audi,a4 ultra premium sedan 4d,good,other,clean,other,fwd,sedan,white
38950,1997,ford,f-800,good,diesel,clean,manual,rwd,truck,white
23000,1967,chevrolet,c10 truck,good,gas,clean,automatic,rwd,truck,red
12995,2013,volkswagen,tiguan,excellent,gas,clean,automatic,4wd,SUV,black
17990,2015,volkswagen,golf tdi sel,good,diesel,clean,other,fwd,sedan,white
13200,2013,bmw,535i xdrive,excellent,gas,clean,automatic,4wd,sedan,white
2950,2003,ford,explorer xlt 4x4,excellent,gas,clean,automatic,4wd,SUV,white
3500,2004,honda,civic,good,gas,clean,automatic,fwd,sedan,white
800,1999,mercury,sable,good,gas,clean,automatic,fwd,sedan,red
2750,2002,buick,lesabre limited,good,gas,clean,automatic,fwd,sedan,brown
27900,2013,bmw,6 series,like new,gas,clean,automatic,rwd,sedan,silver
14753,2017,hyundai,elantra,excellent,gas,clean,automatic,fwd,sedan,blue
16950,2015,chevrolet,express passenger,good,gas,clean,automatic,rwd,van,white
18590,2018,nissan,altima 2.5 sr sedan 4d,good,other,clean,automatic,fwd,sedan,red
500,2013,toyota,camry xle,like new,gas,clean,automatic,fwd,sedan,white
2498,2011,buick,regal,fair,gas,clean,manual,fwd,sedan,blue
15990,2018,kia,soul wagon 4d,good,gas,clean,other,fwd,wagon,silver
2000,2015,chevrolet,cruze lt,like new,gas,clean,automatic,fwd,wagon,red
32990,2018,ram,1500 quad cab harvest pickup,good,gas,clean,other,4wd,pickup,black
28900,2018,ford,mustang,excellent,gas,clean,automatic,rwd,coupe,grey
8000,2012,mini,cooper countryman,good,gas,clean,automatic,4wd,wagon,white
4500,2012,ford,fusion se,excellent,gas,rebuilt,automatic,fwd,sedan,silver
20990,2010,ram,2500,good,gas,clean,automatic,4wd,truck,black
9000,1985,ford,bronco xlt,good,gas,clean,automatic,4wd,SUV,blue
13500,2013,gmc,acadia,excellent,gas,clean,automatic,4wd,SUV,white
25988,2019,ford,mustang ecoboost - rear camera - bluetooth -,excellent,gas,clean,automatic,rwd,coupe,white
35990,2018,ram,1500 crew cab big horn,good,gas,clean,other,4wd,pickup,white
11995,2016,kia,soul,good,gas,clean,automatic,fwd,wagon,black
19995,2013,ram,2500 tradesman,excellent,gas,clean,automatic,4wd,pickup,white
6495,2005,subaru,outback,fair,gas,rebuilt,manual,4wd,wagon,blue
27590,2013,toyota,tacoma access cab pickup,good,other,clean,other,4wd,pickup,white
1500,2002,honda,civic,fair,gas,clean,manual,fwd,coupe,custom
34999,2014,ram,2500 slt 4x4,excellent,gas,clean,automatic,4wd,truck,black
6250,2010,toyota,corolla s,good,gas,clean,automatic,fwd,sedan,white
29990,2012,toyota,tacoma double cab pickup,good,gas,clean,other,4wd,pickup,white
6700,2009,saturn,aura hybrid,excellent,hybrid,clean,automatic,fwd,sedan,silver
9900,2010,ford,expedition,excellent,gas,clean,automatic,rwd,SUV,black
999,2015,hyundai,sonata echo,excellent,gas,clean,automatic,fwd,sedan,silver
15990,2016,chevrolet,malibu limited ltz,good,gas,clean,other,fwd,sedan,white
7500,1992,ram,d350,good,diesel,clean,automatic,rwd,truck,white
12500,1998,ford,mustang cobra,excellent,hybrid,clean,manual,rwd,coupe,blue
16590,2019,chevrolet,trax lt sport utility,good,gas,clean,other,fwd,hatchback,red
19995,2014,dodge,durango,excellent,gas,clean,automatic,4wd,SUV,white
17999,2013,dodge,challenger,excellent,gas,clean,automatic,rwd,coupe,black
1400,1998,ford,e250 econoline,fair,gas,clean,automatic,rwd,van,white
3499,2006,honda,odyssey ex-l,like new,gas,clean,automatic,fwd,van,grey
7900,2011,honda,pilot 2wd 4dr lx,excellent,gas,clean,automatic,fwd,SUV,grey
12990,2013,volvo,s60 t5 sedan 4d,good,gas,clean,other,fwd,sedan,black
28500,2007,chevrolet,corvette base,excellent,gas,clean,automatic,rwd,convertible,black
31990,2017,bmw,3 series 340i sedan 4d,good,gas,clean,automatic,rwd,sedan,red
30990,2011,mercedes-benz,sl-class sl 550,good,hybrid,clean,automatic,rwd,convertible,silver
15900,2008,chevrolet,silverado,excellent,gas,clean,automatic,4wd,truck,white
14988,2012,ford,f250,excellent,gas,clean,automatic,4wd,truck,white
29999,2018,jeep,wrangler,excellent,gas,lien,automatic,4wd,offroad,orange
21990,2017,gmc,acadia sle-1 sport utility,good,gas,clean,other,fwd,SUV,white
21990,2014,chrysler,300 300c sedan 4d,good,other,clean,other,rwd,sedan,black
15750,2011,jeep,grand cherokee overland 4x4,excellent,gas,clean,automatic,4wd,SUV,black
7200,2012,toyota,prius hybrid,good,hybrid,clean,automatic,fwd,hatchback,white
12990,2014,honda,accord exl v6,excellent,gas,rebuilt,automatic,fwd,coupe,white
15995,2013,nissan,pathfinder sv 4x4,excellent,gas,clean,automatic,4wd,SUV,grey
37995,2018,chevrolet,silverado 1500,good,gas,clean,automatic,4wd,truck,red
13995,2014,chevrolet,impala,like new,gas,clean,automatic,fwd,sedan,black
35590,2019,dodge,challenger r/t coupe 2d,good,gas,clean,other,rwd,coupe,black
8995,2014,chevrolet,cruze,excellent,gas,clean,automatic,fwd,sedan,white
800,2001,ford,focus coupe,good,gas,clean,manual,fwd,coupe,grey
14888,2015,jeep,cherokee,excellent,gas,clean,automatic,4wd,SUV,red
6000,2004,ford,e350 cargo van,fair,gas,clean,automatic,rwd,van,white
33990,2018,mercedes-benz,e-class e 300,good,gas,clean,other,rwd,sedan,white
1000,2016,nissan,juke,excellent,gas,clean,automatic,fwd,sedan,white
13497,2016,nissan,maxima 3.5 s,good,gas,clean,automatic,fwd,sedan,red
4900,2007,volvo,xc90,good,gas,clean,automatic,4wd,SUV,silver
35000,2018,gmc,acadia,good,gas,clean,automatic,4wd,SUV,white
4700,1999,lexus,es300 sedan,good,gas,clean,automatic,fwd,sedan,grey
5000,2001,ford,excursion limited,fair,gas,clean,automatic,4wd,SUV,white
2500,2001,honda,civic,good,gas,clean,automatic,fwd,sedan,black
34988,2018,chevrolet,silverado 1500,excellent,gas,clean,automatic,4wd,sedan,black
4995,2007,kia,sportage lx,good,gas,clean,automatic,fwd,SUV,silver
6000,2017,nissan,versa,excellent,gas,clean,manual,fwd,coupe,silver
8915,2015,chrysler,200,excellent,gas,clean,automatic,fwd,sedan,brown
16901,2014,gmc,sierra 1500,excellent,gas,clean,automatic,4wd,truck,grey
32999,2016,chevrolet,silverado 2500 ltz,like new,gas,clean,automatic,4wd,truck,black
13450,2016,subaru,legacy,good,gas,clean,automatic,4wd,sedan,blue
29990,2016,chevrolet,colorado extended cab,good,gas,clean,other,4wd,pickup,red
3800,2007,volkswagen,passat 2.0t,excellent,gas,clean,automatic,fwd,sedan,white
26990,2017,nissan,titan single cab sv,good,gas,clean,other,4wd,pickup,red
7995,2011,toyota,camry le,excellent,gas,clean,automatic,fwd,sedan,blue
12500,2011,hyundai,equus,excellent,gas,clean,automatic,rwd,sedan,white
40990,2017,lincoln,navigator l select sport,good,other,clean,automatic,4wd,SUV,black
10000,2004,gmc,sierra 1500,excellent,gas,clean,automatic,rwd,pickup,grey
5000,2007,chevrolet,tahoe lt,good,gas,clean,automatic,4wd,SUV,brown
34990,2018,jeep,grand cherokee trailhawk,good,gas,clean,other,4wd,other,black
74999,2017,rover,sport svr,excellent,gas,clean,automatic,4wd,SUV,black
14900,2015,subaru,forester,excellent,gas,lien,manual,4wd,SUV,white
7490,2009,hyundai,genesis,excellent,gas,clean,automatic,fwd,sedan,black
11499,2007,lexus,rx 350,good,gas,clean,automatic,fwd,SUV,silver
40990,2020,ford,mustang gt coupe 2d,good,gas,clean,other,rwd,coupe,black
18999,2013,ford,f-150 xlt,excellent,gas,clean,automatic,4wd,pickup,black
9491,2013,ford,escape,excellent,gas,clean,automatic,fwd,SUV,white
19590,2015,ford,fiesta st hatchback 4d,good,gas,clean,other,fwd,hatchback,silver
34900,2016,lexus,rx 350,like new,gas,clean,automatic,4wd,SUV,grey
29990,2011,ford,super duty f-450 drw,good,diesel,clean,automatic,4wd,truck,white
20590,2018,ford,taurus sel sedan 4d,good,gas,clean,other,fwd,sedan,black
48900,2015,ford,super duty f-250 srw,excellent,diesel,clean,automatic,4wd,truck,white
18590,2018,hyundai,sonata sel sedan 4d,good,gas,clean,other,fwd,sedan,white
16988,2018,hyundai,kona,excellent,gas,clean,automatic,fwd,SUV,white
13997,2007,lexus,es 350,excellent,gas,clean,automatic,fwd,sedan,silver
22700,2019,honda,insight hybrid,excellent,hybrid,clean,automatic,fwd,coupe,white
6900,2008,acura,tl,excellent,gas,clean,automatic,fwd,sedan,grey
14900,2007,chevrolet,silverado 1500,excellent,gas,clean,automatic,rwd,pickup,red
6499,2011,mitsubishi,outlander,excellent,gas,clean,automatic,fwd,SUV,red
4150,2005,jeep,grand cherokee,good,gas,clean,automatic,4wd,SUV,red
13999,2014,ford,escape,excellent,gas,clean,automatic,4wd,SUV,blue
9975,2012,mercedes-benz,c250,good,gas,clean,automatic,rwd,sedan,black
6890,2013,nissan,altima,excellent,gas,clean,automatic,fwd,sedan,red
10500,2013,kia,optima,excellent,gas,clean,automatic,fwd,sedan,silver
19600,2016,gmc,acadia,excellent,gas,clean,automatic,4wd,SUV,white
6500,2008,honda,odyssey ex-l,good,gas,rebuilt,automatic,fwd,mini-van,grey
24990,2008,ford,econoline cargo van,good,gas,clean,automatic,rwd,truck,white
24900,2017,honda,cr-v,like new,gas,clean,automatic,fwd,SUV,silver
28500,2011,ram,2500,excellent,gas,clean,automatic,4wd,truck,black
5900,2003,toyota,rav4,excellent,gas,clean,automatic,fwd,SUV,white
2800,1995,ford,f-150,good,gas,clean,automatic,rwd,pickup,green
2999,2002,toyota,camry,excellent,gas,clean,automatic,fwd,sedan,silver
14500,2006,ford,f450 4x4,excellent,diesel,clean,automatic,4wd,truck,white
23590,2014,chevrolet,camaro lt coupe 2d,good,gas,clean,other,rwd,coupe,red
28990,2016,jeep,wrangler unlimited sahara,good,gas,clean,other,4wd,SUV,red
18995,2013,chevrolet,equinox lt,excellent,gas,clean,automatic,fwd,other,custom
1234,1955,chevrolet,bel air,excellent,gas,clean,automatic,rwd,sedan,green
12495,2015,ford,escape se,excellent,gas,clean,automatic,fwd,SUV,red
15590,2016,chevrolet,cruze limited 1lt,good,gas,clean,other,fwd,sedan,white
42900,2013,ford,super duty f-250 srw,excellent,diesel,clean,automatic,4wd,truck,black
4500,2004,cadillac,cts,good,gas,clean,automatic,rwd,sedan,white
10985,2007,bmw,5 series,excellent,gas,clean,automatic,rwd,sedan,grey
17990,2019,fiat,500 pop hatchback 2d,good,gas,clean,other,fwd,hatchback,white
11988,2008,infiniti,g37 coupe,good,gas,clean,automatic,rwd,coupe,grey
12947,2013,volkswagen,passat,excellent,diesel,clean,automatic,fwd,sedan,black
8000,2011,honda,accord,good,gas,clean,automatic,fwd,sedan,blue
2500,2008,bmw,550i,like new,gas,clean,automatic,rwd,sedan,black
7995,2010,dodge,grand caravan sxt,good,gas,clean,automatic,fwd,mini-van,silver
3499,1995,ford,explorer,excellent,gas,clean,automatic,4wd,SUV,blue
15590,2018,chevrolet,cruze ls sedan 4d,good,other,clean,other,fwd,sedan,red
44900,2015,chevrolet,silverado 2500hd,like new,diesel,clean,automatic,4wd,pickup,grey
37999,2018,jeep,wrangler,like new,gas,clean,automatic,4wd,SUV,black
9995,2013,ford,escape,good,gas,clean,automatic,fwd,wagon,custom
39500,2019,honda,passport elite,like new,gas,clean,automatic,4wd,SUV,silver
11995,2015,nissan,altima ,new,gas,clean,automatic,fwd,sedan,black
29990,2016,chevrolet,colorado extended cab,good,gas,clean,other,4wd,pickup,red
12450,2017,kia,forte,excellent,gas,clean,automatic,fwd,sedan,black
25590,2017,jaguar,xf 20d premium sedan 4d,good,other,clean,automatic,rwd,sedan,white
10999,2012,toyota,camry le,like new,gas,clean,automatic,fwd,sedan,black
30990,2017,chrysler,pacifica touring-l plus,good,other,clean,other,fwd,van,silver
3500,2007,dodge,nitro,excellent,gas,clean,automatic,4wd,SUV,red
12000,2014,ford,fiesta st,excellent,gas,clean,manual,fwd,hatchback,black
3800,2006,toyota,avalon,good,gas,clean,automatic,fwd,sedan,green
10000,2012,bmw,528i,excellent,gas,clean,automatic,4wd,sedan,black
800,2006,kia,sedona,fair,gas,clean,automatic,fwd,mini-van,blue
8900,2007,chevrolet,silverado 1500 z71,good,gas,clean,automatic,4wd,mini-van,blue
24500,1970,buick,gs 455 4 speed,good,gas,clean,manual,rwd,coupe,purple
22900,2017,ford,transit 150 cargo van,like new,gas,clean,automatic,rwd,van,white
11000,2013,nissan,pathfinder sl,good,gas,clean,other,fwd,SUV,yellow
14995,2017,honda,fit,excellent,gas,clean,automatic,fwd,hatchback,grey
5299,2011,mazda,cx-7,excellent,gas,clean,automatic,fwd,SUV,silver
17990,2018,toyota,corolla le sedan 4d,good,gas,clean,other,fwd,sedan,white
4450,1997,ford,f-150,excellent,gas,clean,automatic,rwd,pickup,green
11995,2000,ford,f250 super duty xlt,good,gas,clean,automatic,4wd,truck,white
3995,2005,chrysler,pt cruiser,like new,gas,clean,automatic,fwd,hatchback,brown
17200,2015,honda,cr-v,excellent,gas,rebuilt,automatic,4wd,SUV,grey
5000,2000,mercedes-benz,benz clk 320,like new,gas,clean,automatic,fwd,other,silver
20990,2019,buick,encore preferred sport,good,gas,clean,other,fwd,SUV,black
26899,2014,chevrolet,silverado 1500,excellent,gas,clean,automatic,4wd,truck,silver
32990,2017,lincoln,navigator reserve sport,good,gas,clean,automatic,4wd,SUV,black
11900,2015,lincoln,mkz hybrid,excellent,hybrid,clean,automatic,fwd,sedan,grey
11800,2017,toyota,prius,like new,gas,clean,automatic,fwd,wagon,white
8997,2013,chevrolet,impala ppv,like new,gas,clean,automatic,fwd,sedan,black
21590,2018,acura,ilx premium pkg sedan 4d,good,gas,clean,other,fwd,sedan,white
10000,2008,pontiac,g8,excellent,gas,clean,automatic,rwd,sedan,black
15495,2016,infiniti,q70,like new,gas,clean,automatic,rwd,SUV,silver
